0,0,0,0,0,0,0,0,0,0,0,0,0
0.038667347,0.026527519,0.022079052,0.042596862,0.018896323,0.033859413,0.015416657,0.012935173,0.001305919,0.001365431,0.000794988,0.019733454,0.03905699
0.070057357,0.131214041,0.023823798,0.066725119,0.056476726,0.096776427,0.026708855,0.027022188,0.059214669,0.033817714,0.041861453,0.048425557,0.047766173
0.057466771,0.091872502,0.054225131,0.084866134,0.076311589,0.122892255,0.043386129,0.062002268,0.078735685,0.051427145,0.08268586,0.05762352,0.079818147
0.109758968,0.136037313,0.203178804,0.280346533,0.134953785,0.255709256,0.124842077,0.243932819,0.237435386,0.074892587,0.10944657,0.087472931,0.115491088
0.672263531,0.350389538,0.553268328,0.6280799,0.383718671,0.664269493,0.440145284,0.569458048,0.55839556,0.422982856,0.405065327,0.627330109,0.480589869
1.457089317,1.228304689,1.050438358,1.123726691,0.452062779,1.243448514,0.870829404,0.75167877,0.801855718,0.849656588,0.890605154,0.842181189,0.859886682
1.923078824,1.461536779,1.362093908,1.344505178,0.572935687,1.530491803,1.155264865,0.779058795,0.970515075,1.000349458,1.000410425,0.876072435,0.954149998
2.077460239,1.526731988,1.39091497,1.482425506,0.604545553,1.43194428,1.235814178,0.789375582,0.999214454,1.063482746,1.017952164,0.948574465,0.966469564
2.094010934,1.568402868,1.379303572,1.412827614,0.60991433,1.41692754,1.287551244,0.783815902,1.020433751,1.103870382,1.024609089,0.967547364,0.938794186
