0.102,0.116,0,0,0,0.027
0.102,0.118,0,0.104,0.082,0.033
0.118,0.176,0,0.108,0.086,0.093
0.264,0.578,0.294,0.196,0.175,0.259
0.653,0.662,0.849,0.841,0.653,0.755
0.796,0.864,0.886,0.882,0.862,0.764
0.78,0.882,0.884,0.842,0.884,0.854
0.968,1,0.846,0.906,0.892,0.889
0.976,1,0.872,0.906,0.807,0.875
0.941,1,0.882,0.917,0.811,0.877
