0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.021463,0.0415697,0.036455,0.036482,0,0.001296,0.0415623,0.0085159,0.1024678,0.0586,0.114278,0.034763,0.023695,0.026374
0.057566,0.095863,0.0845276,0.0758333,0.0045219,0.00426,0.0956831,0.0614796,0.211249,0.108693,0.198967,0.065763,0.052496,0.085631
0.14263795,0.1856347,0.1205521,0.0963152,0.0853224,0.056444,0.1524766,0.134169,0.3005967,0.1526376,0.256379,0.096581,0.096316,0.125637
0.4345679,0.262459,0.2365475,0.157244,0.1826492,0.1257764,0.275647,0.2523693,0.4452608,0.293691,0.402896,0.196309,0.188637,0.223289
1.003175,0.66524,0.56277166,0.465189,0.434156,0.35264,0.5524021,0.6518223,0.853269,0.687863,0.849123,0.464903,0.452791,0.496378
1.81634,1.056499,0.965823,0.945726,0.854261,0.79142633,1.2526499,1.265238,1.799093,1.356394,1.786371,0.963147,0.913514,0.996143
2.012869,1.325641,1.22463,1.12855,0.99356,1.14522877,1.4025637,1.523645,2.2163447,1.696423,1.99683,1.052796,1.052084,1.185634
2.123764,1.45267,1.2965243,1.2027853,1.0628413,1.104893,1.6884852,1.624722,2.2234506,1.78638,2.082785,1.163527,1.095484,1.245263
2.1346379,1.424523,1.3157016,1.214566,1.1234765,1.12147566,1.652884,1.69458963,2.2564631,1.800145,2.145278,1.175964,1.096345,1.258744
